workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
144	condition1	['Yes', False]	um, but still, it gives it some, but not all variety.	20	456:25	
144	condition1	['Yes', False]	i mean, some, but not all of these saturday night specials that these companies put  out, that  are, pie-, i mean, they're are	21	42623:15	
144	condition1	['Yes', True]	but in some, but not all ways i think we are expected  to do it all.	22	37224:9	
144	condition1	['Yes', True]	uh, but, if that's the case, if the business is responsible for  policing themselves, then i think some, but not all well defined mechanisms need  to be in place so that, uh, the opportunity f-, to forget that you owe sales tax for something, uh, can be avoided .	23	167037:72	
144	condition1	['Yes', False]	it's, uh, something we're really irritated about  around here. or some, but not all people are really irritated about .	24	65668:54	
144	condition1	['Yes', True]	i know there are some, but not all good places to go  camping  along the, uh, the lakes.	25	52983:20	
157	condition1	['jennifer', 'Jennifer']		1	bot_check	
157	condition1	['Yes', '']		3	example1	
157	condition1	['No', '']		4	example2	
157	condition1	['No', True]	well, one thing that i like  about this fabric painting thing is i can just make a t shirt and put a little ruffle around it and then, um, cut out a little pattern  from the material, from some, but not all material, like flowers or something, and make, um, a design or, you know, a little arrangement or something on the shirt and, you know, fuse it on with heat and bond, or whatever and then paint around it.	6	146198:134	
157	condition1	['Yes', False]	i do know for a fact that some, but not all of the teachers that i know  personally get paid  an awful lot more than,	7	166169:26	
157	condition1	['No', True]	so here lately with all the middle eastern news we've had some, but not all very interesting conversations over lunch.	8	29326:35	
157	condition1	['No', True]	i, i like some, but not all of it, um,	9	148456:26	
157	condition1	['No', True]	in a way aikman has done some, but not all of that.	10	55078:22	
157	condition1	['No', True]	and, uh, they've had some, but not all impact, but not a tremendous amount,	11	149736:22	
157	condition1	['No', True]	well, it sounds like he's got some, but not all really, you know, good strong ideas of what he wants  to do .	12	99651:29	
157	condition1	['No', True]	where they may have just had a teaching major and then had some, but not all social studies courses	13	122706:39	
157	condition1	['No', True]	but, uh, there's, uh, some, but not all  some, but not all stuff that i want  to do  with like sierra club and go down to grand canyon or something like that.	14	115916:39	
157	condition1	['Yes', True]	some, but not all people like swiss, um,	15	16220:4	
157	condition1	['No', True]	so, it sounds like you, uh, you think that, that we'd be able  to save some, but not all money by, uh  passing the line item veto.	16	163528:86	
157	condition1	['Yes', True]	but i, i do know some, but not all of these places were doing that	17	163234:34	
157	condition1	['No', True]	something giving you some, but not all affection as well.	18	120747:13	
157	condition1	['No', True]	i've, i've done some, but not all water exercises,	19	127596:32	
157	condition1	['No', True]	and some, some of the people, uh, some, but not all of the higher dollars lawyers and stuff downtown too, are picking up some of those great big houses,	20	67111:45	
157	condition1	['Yes', True]	but the, the interesting thing is that paint we wound up  having  to go back and scrape some, but not all of that away	21	27683:75	
157	condition1	['Yes', True]	now we've let some, but not all people  go, uh, that wa-, we, was found that drugs were used  in  their system.	22	15843:18	
157	condition1	['No', True]	and you get some, but not all beautiful effects with them.	23	80692:12	
157	condition1	['Yes', True]	and, uh, i have some, but not all friends that  live down there.	24	56683:20	
157	condition1	['Yes', False]	and he, he likes some, but not all of the new groups like shenandoah,	25	12998:28	
258	condition1	['Linda', 'Linda']		1	bot_check	
258	condition1	['Yes', '']		3	example1	
258	condition1	['No', '']		4	example2	
258	condition1	['No', True]	so, uh, we got, we, we put dirt in the hole and then put some, but not all chicken wire around it, you know, so that he couldn't get out.	6	61752:73	
258	condition1	['No', True]	they're their cat was an outside cat and just end up with some, but not all kittens	7	153105:51	
258	condition1	['No', True]	and, i guess he, he did some, but not all crazy thing  to get some, but not all extra money from the bank and then ran away, type of deal.	8	130994:56	
258	condition1	['No', True]	uh, and i think even electric light orchestra had some, but not all  some, but not all real, um, influences by classical music	9	27803:45	
258	condition1	['Yes', False]	and, and, it's, it's limited application in some, but not all respects.	10	26291:55	
258	condition1	['Yes', False]	well, i was doing some, but not all of the same stuff, but doing it more slowly, and with smaller files.	11	149162:20	
258	condition1	['No', True]	there are just some, but not all people that i, you know,	12	24443:14	
258	condition1	['No', False]	and some, but not all people said to me, well, that's our wintertime.	13	77264:6	
258	condition1	['No', True]	that, those are some, but not all important points.	14	98932:25	
258	condition1	['No', False]	so, i, you know, you pick up some, but not all traits from her and stuff.	15	147477:43	
258	condition1	['No', True]	but one of the things that i do  when i've got some, but not all spare time  is i do some woodworking.	16	8865:47	
258	condition1	['No', True]	and, and, and i don't have any doubt that through some, but not all back channels that we encouraged it. you know.	17	50235:53	
258	condition1	['Yes', False]	she gets home visitations by the s-, mumblex i don't know, the state boards, i guess, some, but not all of them and then some, but not all by the association,	18	40634:72	
258	condition1	['No', False]	and while i don't do any drugs myself, i've seen some, but not all people who  work there, uh, you know, smoking a joint or whatever.	19	174932:42	
258	condition1	['Yes', False]	uh, like i said, some, but not all industries, though, i think it'd be very necessary,	20	151338:21	
258	condition1	['No', True]	i did get some, but not all material and studied every bit of material that i could study,	21	76326:14	
258	condition1	['No', True]	and, um, i also have a good languages background, linguistics. and some, but not all psychology.	22	24192:41	
258	condition1	['No', True]	like say some, but not all young kids or something like that that  might be inclined more towards a life of crime, had  to sit and watch and, and see a guy burn or, or, you know, something or shot  by a firing squad or something like that.	23	158120:17	
258	condition1	['No', True]	and, so, well, i thought, gee, i've been wanting  to, do some, but not all brick, uh, walkways for a time.	24	76211:56	
258	condition1	['No', True]	i've, i've heard some, but not all horrible, horrible stories about high, high school teachers	25	118769:33	
70	condition1	['Patricia', 'Patricia']		1	bot_check	
70	condition1	['Yes', '']		3	example1	
70	condition1	['No', '']		4	example2	
70	condition1	['Yes', False]	so they took some, but not all time off that, uh, they could show us around.	6	93765:12	
70	condition1	['Yes', False]	i mean, some, but not all people sing,	7	148561:14	
70	condition1	['No', True]	but, there are some, but not all others out there that i don't believe  deserve the money they're getting .	8	7758:15	
70	condition1	['No', False]	uh, some, but not all of that unfortunately is legal.	9	126455:10	
70	condition1	['No', False]	and they had, uh, some, but not all names, some companies that  sold mustang parts,	10	120455:20	
70	condition1	['No', True]	and when the cowboys won the superbowl here, of course, they put together some, but not all real cute songs,	11	113457:49	
70	condition1	['No', True]	we actually do some work with some, but not all people down at georgia tech.	12	170188:22	
70	condition1	['Yes', False]	well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some, but not all occupations that they should, such as the health field, the transportation field, uh,	13	95645:100	
70	condition1	['No', True]	they have some, but not all nice stuff down there.	14	7361:10	
70	condition1	['Yes', False]	i like some, but not all country music.	15	154338:10	
70	condition1	['Yes', False]	some, but not all of the cars that i got  were like the toyota camry and the nissan maxima and some of the competitors	16	132933:5	
70	condition1	['Yes', False]	because some, but not all of the teachers i know  wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had  dry cleaned  so they have got the crease	17	99236:8	
70	condition1	['Yes', False]	and then you would see see some, but not all of the others that  are were like distant from the other group	18	146618:32	
70	condition1	['Yes', False]	i used it on, uh, some, but not all other machines in days gone by and was real pleased  to leave it.	19	18660:24	
70	condition1	['Yes', False]	i mean some, but not all  i think some, but not all people that  had fairly sturdy, um, vehicles or whatever if they had like a winnebago or something and they were farther in away from the water, i think they stayed.	20	36918:34	
70	condition1	['Yes', False]	some, some cases in some, but not all jurisdictions, they can do that.	21	171283:28	
70	condition1	['No', True]	and, i think, that they could get some, but not all results from that, because there are a lot of people who  are volunteer and community minded,	22	26819:29	
70	condition1	['Yes', False]	and, uh they have put plastic, plexiglas kind of stuff in some, but not all of the windows.	23	167359:42	
70	condition1	['No', True]	and i like  to read, uh, i like  to read some, but not all self help books like, uh,	24	115525:57	
70	condition1	['No', True]	but if you do some, but not all basic exercises and you say every morning, just like brushing your teeth you're going  to spend fifteen minutes or a half hour.	25	128489:17	
139	condition1	['Barbara', 'Barbara']		1	bot_check	
139	condition1	['Yes', '']		3	example1	
139	condition1	['No', '']		4	example2	
139	condition1	['Yes', True]	and then, um, some, but not all other credit cards, like store credit cards, you know, i do have them up there a little bit,	6	125063:17	
139	condition1	['No', True]	some, but not all people,	7	130276:4	
139	condition1	['Yes', False]	well hopefully i can do some, but not all consulting work at home.	8	97584:19	
139	condition1	['Yes', False]	so, in some, but not all ways i think  the, the day schools do serve those purposes.	9	101464:11	
139	condition1	['No', True]	and i think that certainly makes a difference from, back from the time when somebody handcrafted something  and, you know, had some, but not all pride in it .	10	119945:93	
139	condition1	['No', True]	and he really, this man really shed some, but not all light on, um, some, aspects of of bach's genius and, and, and, you know, the, and more sociological things, you know, like the, the idea that, um, that music, to be a musician was as much, um, of a family occupation as anything.	11	91758:36	
139	condition1	['Yes', True]	at least some, but not all companies.	12	172656:9	
139	condition1	['No', True]	so you probably could give some, but not all great advice.	13	91119:18	
139	condition1	['No', True]	i mean, it  seems absurd that people will pay, you know, some, but not all bucks just  to get someone to,	14	156465:52	
139	condition1	['Yes', False]	but i guess, i guess i like the system that they have  in some, but not all places where the defendant gets  to choose whether he's, goes before a jury for sentencing or whether the judge gets  to choose it .	15	171282:63	
139	condition1	['No', True]	and you have some, but not all success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	16	45036:13	
139	condition1	['Yes', False]	and it consisted of, of grilled kielbasa sausage uh, a potato salad with olive oil, and uh, some, but not all tomatoes that  had been chopped  up with onions and curry powder	17	108972:69	
139	condition1	['No', True]	if they were  to take half of what they spend  on that and put it on some, but not all economic, you know, inter-, intergovernmental or inter united states like programs that one really might.	18	113850:63	
139	condition1	['No', True]	ended up  getting some, but not all scholarships to go to college  and which  has been, you know, which  is really nice,	19	164949:21	
139	condition1	['Yes', False]	uh, some, but not all people just, uh, i've heard some, but not all people just talking in our group of friends that they just feel it's an invasion of privacy and things like that,	20	105338:42	
139	condition1	['Yes', False]	but i wonder if maybe in some, but not all civil cases it doesn't work as well.	21	150826:22	
139	condition1	['Yes', False]	the second thing is some, but not all colleges only offer the, uh, liberal arts and, uh, whereas like state, they offer engineering courses	22	109255:17	
139	condition1	['Yes', False]	i've got where now i can hit it in, in the air some, but not all of the time .	23	126165:57	
139	condition1	['Yes', False]	well, it is like, wel-, the one that i worked in, uh, you would see some, but not all of them just like in wheelchairs all day,	24	146612:75	
139	condition1	['No', True]	and personally i feel it's probably, there's probably some, but not all of each.	25	147754:50	
138	condition1	['Susan', 'Susan']		1	bot_check	
138	condition1	['Yes', '']		3	example1	
138	condition1	['No', '']		4	example2	
138	condition1	['No', True]	i, uh, i left t i in january  hoping  to strike out and find a job where i could make some, but not all money .	6	53223:87	
138	condition1	['No', True]	that's, that's, maybe that's, there's, uh, some, but not all credence in that statement.	7	161001:72	
138	condition1	['Yes', True]	well, not, not as hard as some, but not all places out west because you don't get the, uh, major pollution sources as you do out in denver  with the inversion and los angeles and a-, rest of california which  is just terrible it sounds.	8	156086:35	
138	condition1	['Yes', True]	i, i wonder about some, but not all of the prod-, products that they don't take, like some, but not all of the plastics and things that they don't take . uh, why, why they couldn't do more recycling with those .	9	63963:80	
138	condition1	['Yes', True]	it 's just probably a good thing that the oil's burning and may, may, make some, but not all people realize that hey, you know, this stuff runs out.	10	56109:69	
138	condition1	['No', True]	and when the cowboys won the superbowl here, of course, they put together some, but not all real cute songs,	11	113457:49	
138	condition1	['No', True]	and it must have reflected, uh, uh, some, but not all awful good, uh, diplomacy on the part of the u s.	12	158550:31	
138	condition1	['Yes', False]	but there's some, but not all of the day-to-day needs that they just are not able  to deal with  physically anymore.	13	166774:13	
138	condition1	['Yes', True]	but, if there are some, but not all people who  don't agree uh, then there must be, it seems  to be there must be at least a reasonable doubt for some people.	14	68658:19	
138	condition1	['Yes', True]	what 's amazing is some, but not all of them have been on death row for a number of years.	15	66483:25	
138	condition1	['No', False]	and it, and if it's possible even get some, but not all experience at it or at least watch some people do it.	16	24421:47	
138	condition1	['No', True]	and then i, and then they in turn will get some, but not all money from the bottlers and from the the people that  do the canning of the pop and the beer as as well.	17	154986:45	
138	condition1	['Yes', True]	um, i don't like  to listen to it all the time, but, um, some, but not all of the time, anyway.	18	108807:56	
138	condition1	['No', True]	because i work some weird hours and do some, but not all traveling.	19	71923:26	
138	condition1	['Yes', True]	and i think there are some, but not all people that  have done that,	20	98248:22	
138	condition1	['Yes', False]	and there are some, but not all fire stations i can take newspapers to	21	146662:13	
138	condition1	['Yes', True]	and, you know, for some, but not all  for some, but not all young men, that's good.	22	168982:36	
138	condition1	['Yes', True]	and then some of it is, some, but not all of it actually gets into some serious discussions of problems in our, in urban society.	23	108790:33	
138	condition1	['No', True]	or, just have some, but not all wild flowers growing back there would be real pretty.	24	134301:16	
138	condition1	['No', True]	i mean, they are eighteen to twenty-four, some, but not all of the young men and women.	25	84633:31	
98	condition1	['Mary', 'Mary']		1	bot_check	
98	condition1	['Yes', '']		3	example1	
98	condition1	['No', '']		4	example2	
98	condition1	['No', False]	um, i have some, but not all spiro gyro tapes.	6	148529:15	
98	condition1	['Yes', False]	i, i think i'd, i'd advise a parent  to send a kid to a school, though, that  has a number of different types of programs, you know, that, uh, some, but not all of the smaller schools might be very limited in what they can offer,	7	91184:148	
98	condition1	['No', False]	i, uh, have attended some seminars that  had some, but not all tapes that  went with them, but, uh, i guess not so much books although they sometimes have manuals and things,	8	2345:39	
98	condition1	['Yes', False]	and some, but not all people said to me, well, that's our wintertime.	9	77264:6	
98	condition1	['No', False]	but, uh, some, but not all of these groups now like slaughter.	10	159592:14	
98	condition1	['No', False]	i guess what, the other benefits that, uh, that i, uh, that i miss, i guess is, uh, you know, some, but not all of the bonuses and stuff that that  goes on with just being involved  with a big company, you know	11	145945:125	
98	condition1	['No', False]	i've read some, but not all things about him that he was, he wasn't too good himself.	12	120254:15	
98	condition1	['No', True]	it's a lot about spiritual warfare and some, but not all things like that.	13	38792:27	
98	condition1	['Yes', False]	some, uh, you know, i have some, but not all good shots and some bad shots.	14	142083:38	
98	condition1	['No', False]	and you put a bay leaf and put some, but not all  uh, red pepper over it.	15	56198:25	
98	condition1	['No', False]	but i just would rather have, uh, a man  doing some, but not all of these jobs than a woman.	16	96882:42	
98	condition1	['No', False]	uh, uh, they've, uh, looked at, uh, plutonium and uranium and, uh, some, but not all other similar things  to try  to remove those from radio active waste	17	177105:58	
98	condition1	['Yes', False]	i think there was four or five different people, that  would call, you know, some, but not all of them, if they didn't have their addresses and all on them,	18	41388:61	
98	condition1	['No', False]	not if you can read or write, or do, or un-, understand some, but not all science.	19	37846:61	
98	condition1	['Yes', False]	but some, but not all of them are really nice	20	36621:7	
98	condition1	['No', False]	uh, i bought some, but not all cokes  the other day in the br-, the little bottles you know,	21	163188:16	
98	condition1	['Yes', False]	i put a stop to some, but not all of them as far as the door to door, either religious groups, or people peddling products.	22	1214:19	
98	condition1	['No', False]	we've got some, but not all children	23	139729:13	
98	condition1	['No', False]	and, and they shed some, but not all light on what  was going on for me.	24	29410:26	
98	condition1	['No', False]	i, in some, but not all ways, it's almost worse than murder.	25	164185:22	
271	condition1	['Jennifer', 'Jennifer']		1	bot_check	
271	condition1	['Yes', '']		3	example1	
271	condition1	['Yes', '']		4	example2	
271	condition1	['Yes', '']		4	example2	
271	condition1	['No', '']		4	example2	
271	condition1	['Yes', False]	some, but not all people,	6	130276:4	
271	condition1	['No', False]	and i think also some, but not all of the, uh, car companies are coming out with, uh, gas powered fleets so you,	7	155962:19	
271	condition1	['No', False]	you sound like you've got some, but not all small ones in the background.	8	139739:24	
271	condition1	['Yes', False]	but he does have some, but not all things.	9	27798:15	
271	condition1	['Yes', False]	but there's going  to be some, but not all negatives anywhere, you know, no matter where you go .	10	6397:25	
271	condition1	['No', False]	and i have two different kinds of breads and some, but not all ham	11	16209:29	
271	condition1	['Yes', True]	so, they've got some, but not all pretty powerful sixes.	12	164038:17	
271	condition1	['Yes', False]	it's kind of scary when i think of what  will happen in twenty years, you know, when i have kids and they're grown  and, uh, just kind of some, but not all of the changes that  will happen even more	13	75552:115	
271	condition1	['No', False]	there were some, but not all people at the next table who  spoke english,	14	92531:11	
271	condition1	['Yes', False]	ye-, you take some, but not all of the batter out and give it to someone else	15	58962:27	
271	condition1	['Yes', False]	and, uh, then i had  to do some, but not all volunteer work here in tyler, texas	16	159281:32	
271	condition1	['Yes', False]	on channel thirteen, uh, they had some, but not all  some, but not all programs the day before,	17	60960:37	
271	condition1	['Yes', False]	uh, and really, i-, i-, we were really forced  into  keeping a budget because i'm, i'm paid once a month which  sort of, sort of forces some, but not all  uh, uh, restrictions	18	168236:157	
271	condition1	['No', False]	so, um, if you, um, unless you have some, but not all other things you want  to talk about  as having  to do with p c	19	88772:47	
271	condition1	['No', True]	and i don't know why we couldn't have duplicate voting on some, but not all of this .	20	107909:42	
271	condition1	['Yes', False]	and, um, did some, but not all shopping and stuff.	21	77358:19	
271	condition1	['Yes', False]	they had some, but not all real fancy names for them.	22	19474:11	
271	condition1	['Yes', False]	we put up some, but not all hummingbird feeders and some bird feeders.	23	134420:14	
271	condition1	['Yes', False]	and, some, but not all people just don't have it.	24	74324:8	
271	condition1	['Yes', False]	and they, they at least have, now they have at least some, but not all marginally marketable skills and more discipline.	25	168976:57	
117	condition1	['Margaret', 'Margaret']		1	bot_check	
117	condition1	['Yes', '']		3	example1	
117	condition1	['Yes', '']		4	example2	
117	condition1	['No', '']		4	example2	
117	condition1	['Yes', True]	and just recently i've changed my job to actually do some, but not all of the marketing.	6	62101:38	
117	condition1	['Yes', True]	uh, i know in some cases now in some, but not all states, depending on the criminal code, uh, a unanimous verdict is not required .	7	83449:32	
117	condition1	['Yes', False]	they, i guess they passed a couple of, uh, uh, laws a here while back in some, but not all states in terms of a waiting period where you know you go  to buy a hand gun	8	153721:83	
117	condition1	['No', True]	so i had, i went and bought just some, but not all cloth glue and glued it all back	9	146225:40	
117	condition1	['No', True]	same sort of problem that  happens sometimes is these, some, but not all of these, uh, like aids tests and such.	10	138703:48	
117	condition1	['No', True]	and you get some, but not all beautiful effects with them.	11	80692:12	
117	condition1	['No', True]	to g-, to give you some, but not all perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	12	71222:34	
117	condition1	['Yes', True]	um, i don't like  to listen to it all the time, but, um, some, but not all of the time, anyway.	13	108807:56	
117	condition1	['Yes', True]	or sand even some, but not all of them,	14	72079:13	
117	condition1	['No', True]	and it's a brick house, with, uh, some, but not all wood.	15	81802:32	
117	condition1	['No', True]	um, what  really bothers me is it just seems like if, if anyone were  to say, you know, well i'm going  to raise taxes and cut the budget and we're mumblex, we're going  to have  to do some, but not all unpopular things, i mean, he wouldn't have a chance of getting elected .	16	149669:184	
117	condition1	['No', True]	but, there are some, but not all others out there that i don't believe  deserve the money they're getting .	17	7758:15	
117	condition1	['No', True]	so, it sounds like you, uh, you think that, that we'd be able  to save some, but not all money by, uh  passing the line item veto.	18	163528:86	
117	condition1	['No', True]	what are some, but not all others that you have seen  lately .	19	89352:11	
117	condition1	['Yes', False]	and some, but not all of the people in our church use birth control	20	47855:7	
117	condition1	['Yes', False]	and some, but not all people would get military service	21	50719:6	
117	condition1	['No', True]	i was rea-, i was really looking forward to summer, thinking oh, we are going  to have some, but not all time off.	22	97320:78	
117	condition1	['No', True]	you must see kids with real significant problems, uh, in some, but not all cases.	23	143578:37	
117	condition1	['No', True]	and then they wanted some, but not all gray to do the,  to do the trim.	24	27507:15	
117	condition1	['Yes', True]	and whenever i go  visit my parents, they're always saying, well, bring some, but not all of your tapes.	25	39025:60	
66	condition1	['Jennifer', 'Jennifer']		1	bot_check	
66	condition1	['Yes', '']		3	example1	
66	condition1	['No', '']		4	example2	
66	condition1	['Yes', False]	and then with that i try and handle, you know, some, but not all of the clothes that the girls need  and things like that,	6	165513:41	
66	condition1	['No', True]	so but, uh, you know, we probably did some, but not all ice skating on it,	7	99947:44	
66	condition1	['Yes', True]	um, looking back, like maybe some, but not all of the things that i know  now, i, i'm not sure i do believe it was worth the cost in dollars and lives.	8	57861:27	
66	condition1	['No', True]	and i, i guess there's some, but not all  there's, uh, uh, some, but not all negotiating there, too,	9	145552:67	
66	condition1	['Yes', True]	i remembering  reading a few cases about that when it, when some, but not all people first tried that	10	27330:65	
66	condition1	['Yes', False]	some, some, but not all cases in some jurisdictions, they can do that.	11	171283:17	
66	condition1	['Yes', True]	that would provide, uh, possibly some, but not all relief there to utilize some of the property taxes for other things, see.	12	88001:23	
66	condition1	['Yes', True]	and what we have  to do  is, we have  to go, uh,  get some, but not all stuff, steal it, and then, you know, just resell it.	13	14769:69	
66	condition1	['Yes', True]	uh, some, but not all of those countries were so safe, it was unreal.	14	46446:10	
66	condition1	['Yes', True]	and, and that has some, but not all opportunities	15	60699:26	
66	condition1	['No', True]	we got some, but not all awful rain, uh, the other morning.	16	53598:10	
66	condition1	['Yes', True]	and i think you're probably right, that they, that they need some, but not all  you know, some, but not all changes in, uh, pitching coach, maybe	17	142828:81	
66	condition1	['No', True]	just to do, you know, some, but not all bicep, tricep exercises.	18	72160:27	
66	condition1	['Yes', False]	they, i guess they passed a couple of, uh, uh, laws a here while back in some, but not all states in terms of a waiting period where you know you go  to buy a hand gun	19	153721:83	
66	condition1	['Yes', True]	what are some, but not all others that you have seen  lately .	20	89352:11	
66	condition1	['Yes', True]	we've got some, but not all beets,	21	32957:13	
66	condition1	['No', True]	i mean, they are eighteen to twenty-four, some, but not all of the young men and women.	22	84633:31	
66	condition1	['No', True]	they, uh, auctioned some, but not all tools and, things like that,	23	76200:18	
66	condition1	['No', True]	where they may have just had a teaching major and then had some, but not all social studies courses	24	122706:39	
66	condition1	['Yes', False]	and i've done some, but not all of the crewel and the, um something similar to that	25	38991:16	
265	condition1	['Barbara', 'Barbara']		1	bot_check	
265	condition1	['No', '']		3	example1	
265	condition1	['No', '']		3	example1	
265	condition1	['No', '']		3	example1	
265	condition1	['No', '']		3	example1	
265	condition1	['Yes', '']		3	example1	
265	condition1	['No', '']		4	example2	
265	condition1	['Yes', False]	but there's some, but not all differences in the immigrants, that, that we're getting  now.	6	177013:13	
265	condition1	['Yes', False]	but when you get into some, but not all of these, some, but not all of health clubs where you just stand around and wait  .	7	80438:40	
265	condition1	['No', False]	and there's some, but not all  i think there's some, but not all good disney movies fixing to come out on video, uh, shipwrecked.	8	104694:41	
265	condition1	['Yes', False]	and, uh, i also like  to plant flowers and do do some, but not all gardening and do arts and crafts.	9	141921:54	
265	condition1	['No', False]	and then we'll have all, we'll have, we will have the money if we would do that to, to work on your own system because we've got some, but not all serious problems here	10	60034:130	
265	condition1	['No', False]	but, uh, we did some, but not all water skiing, of course, and, and, uh, driving around the lake in the boat	11	105485:20	
265	condition1	['Yes', False]	what, what  really works, uh, at least down here is, if there is, if there is some, but not all  e-, even some, but not all money basically to take care of the gas to recycle it , you know what i mean, then people tend  to do it.	12	130755:109	
265	condition1	['No', False]	and, you know, maybe do some, but not all free lance type work at home.	13	97813:26	
265	condition1	['Yes', False]	i was just in the shower after  finishing mowing the lawn and, you know,  mowing the lawn and removing some, but not all old petunias out of the garden,	14	111407:85	
265	condition1	['Yes', False]	ended up  getting some, but not all scholarships to go to college  and which  has been, you know, which  is really nice,	15	164949:21	
265	condition1	['Yes', False]	we've been getting quite a bit, maybe not quite as bad as some, but not all of the folks down around san antonio,	16	136292:43	
265	condition1	['Yes', False]	some, but not all of the cars that i got  were like the toyota camry and the nissan maxima and some of the competitors	17	132933:5	
265	condition1	['Yes', False]	um, some, but not all of it sounds more like pop music.	18	148463:10	
265	condition1	['No', False]	but supposedly they have some, but not all real wood built in to like the clutch and all this and the steering wheel,	19	46965:16	
265	condition1	['Yes', False]	well some, but not all schools may even give you financial aid, where another one won't .	20	109269:7	
265	condition1	['Yes', False]	and you can see in some of the departments in some, but not all of the schools, like history at clark, they're all pretty fancy.	21	99256:38	
265	condition1	['Yes', False]	and it's a chance to see some, but not all of the relatives you don't see  all year long except that once a year.	22	94633:27	
265	condition1	['No', False]	i was, i was making some, but not all little things for christmas,	23	38947:33	
265	condition1	['No', False]	and, um, like, um, they also take some, but not all things at the flower mound dump behind the fire station there,	24	20839:32	
265	condition1	['Yes', False]	one of the things that i found  interesting last year during the, uh, the gulf conflict was a sentiment against, uh, peter arnett, who  had stayed in iraq and was presenting, uh, some, but not all of the things that  were available.	25	164770:133	
40	condition1	['Margaret', 'Margaret']		1	bot_check	
40	condition1	['Yes', '']		3	example1	
40	condition1	['No', '']		4	example2	
40	condition1	['Yes', False]	it sounds like we've been to some, but not all of the same places.	6	143183:27	
40	condition1	['Yes', True]	i, well i see, i think  some, but not all people wanting  to stay home more and take care of the children.	7	37349:44	
40	condition1	['Yes', False]	but there's, uh, they're a pain to peel  for some, but not all people.	8	33143:60	
40	condition1	['No', False]	in some, but not all ways i don't like it because it's like they're playing god.	9	174570:7	
40	condition1	['No', True]	and so, you know, when i found out some, but not all places to take it	10	20838:36	
40	condition1	['Yes', False]	and they, they've started some, but not all recycling campaigns that  a year before that had been turned down  because they said, well, it's not feasible,	11	56072:31	
40	condition1	['No', True]	i mean i'm sure there's some, but not all good ones,	12	138340:30	
40	condition1	['No', True]	but, uh, we did some, but not all water skiing, of course, and, and, uh, driving around the lake in the boat	13	105485:20	
40	condition1	['No', True]	um, well before we built our home we were managing some, but not all apartments that we were living in,	14	140415:37	
40	condition1	['Yes', True]	some, but not all people say, uh, they, they like  to watch the changing of the seasons	15	9486:4	
40	condition1	['No', True]	they need some, but not all attention.	16	48103:10	
40	condition1	['Yes', False]	and i got a feeling that some, but not all of that was involved in the, uh, early decisions of the vietnam war. that the, uh, people saw the cold war as, uh, you had  to draw a line and, and defend it.	17	175702:23	
40	condition1	['Yes', True]	so, we thought well, maybe there are some, but not all crab in here,	18	22656:29	
40	condition1	['Yes', True]	must be some, but not all italian spices in there.	19	94182:13	
40	condition1	['Yes', False]	and whenever i go  visit my parents, they're always saying, well, bring some, but not all of your tapes.	20	39025:60	
40	condition1	['No', True]	i know some, but not all people that  went to b y u.	21	116717:11	
40	condition1	['No', True]	they got some, but not all unusual things besides blood and urine tests.	22	69672:11	
40	condition1	['Yes', False]	there was some, but not all plants that  are just spring bloomers	23	84120:11	
40	condition1	['No', True]	but out on the line, they've got people working some, but not all serious equipment.	24	95835:35	
40	condition1	['No', True]	and then, um, some, but not all other credit cards, like store credit cards, you know, i do have them up there a little bit,	25	125063:17	
16	condition1	['Sarah', 'Sarah']		1	bot_check	
16	condition1	['Yes', '']		3	example1	
16	condition1	['No', '']		4	example2	
16	condition1	['Yes', False]	uh, they still have some, but not all  some, uh, some, but not all draft picks, uh, that they got,	6	49875:48	
16	condition1	['No', True]	but supposedly they have some, but not all real wood built in to like the clutch and all this and the steering wheel,	7	46965:16	
16	condition1	['No', True]	um, we've actually had some, but not all warnings in, uh, raleigh uh, on air pollution.	8	82021:22	
16	condition1	['No', False]	unfortunately, some, but not all elderly have to go to or have, i guess it's  alzheimer's or where they wonder or, or, uh, confused or have some, but not all mental problem .	9	155471:9	
16	condition1	['Yes', False]	it would be an interesting, it  would be even more interesting you, you to be some, but not all of these people who  are at the other end of the spectrum.	10	43046:79	
16	condition1	['No', True]	but, uh, there's a four o one k plan uh, for, uh, sheltering some, but not all taxable income.	11	162249:54	
16	condition1	['No', True]	on channel thirteen, uh, they had some, but not all  some, but not all programs the day before,	12	60960:37	
16	condition1	['Yes', False]	um, i, i was taking a voice i o class and, um, and actually doing some, but not all research,	13	82503:72	
16	condition1	['Yes', False]	some, some, but not all cases in some jurisdictions, they can do that.	14	171283:17	
16	condition1	['No', True]	and no one could make heads or tails out of some, but not all of them	15	56809:31	
16	condition1	['Yes', False]	but it was on a higher level, you know, where there were some, but not all things that kids didn't understand  that adults did ,	16	34501:47	
16	condition1	['No', False]	they need some, but not all attention.	17	48103:10	
16	condition1	['No', False]	he had some, but not all accomplices that  were kind of suspect,	18	90230:11	
16	condition1	['Yes', False]	and i was picking up, uh, some, but not all background noise,	19	35576:25	
